# x_m,y_m,w_tr_right_m,w_tr_left_m
0.123414,-0.739252,5.388,5.699
1.226607,-5.613015,5.352,5.669
2.327816,-10.486809,5.314,5.636
3.419084,-15.362353,5.276,5.603
4.488599,-20.242210,5.238,5.570
5.524512,-25.128950,5.200,5.537
6.514972,-30.025142,5.162,5.504
7.448130,-34.933357,5.124,5.471
8.312137,-39.856163,5.147,5.469
9.097019,-44.795450,5.189,5.477
9.801930,-49.749798,5.232,5.485
10.428788,-54.716781,5.274,5.493
10.979515,-59.693974,5.317,5.501
11.456032,-64.678953,5.359,5.509
11.860259,-69.669291,5.378,5.560
12.194119,-74.662566,5.370,5.659
12.459701,-79.656891,5.362,5.758
12.659553,-84.651818,5.354,5.856
12.796297,-89.647136,5.345,5.955
12.872553,-94.642633,5.342,6.052
12.890943,-99.638097,5.492,6.091
12.854087,-104.633316,5.641,6.130
12.764609,-109.628080,5.790,6.170
12.625128,-114.622176,5.940,6.209
12.438266,-119.615393,6.089,6.248
12.206644,-124.607518,6.230,6.286
11.932885,-129.598342,6.204,6.296
11.619608,-134.587651,6.177,6.306
11.269436,-139.575234,6.151,6.316
10.885010,-144.560888,6.124,6.326
10.469377,-149.544565,6.098,6.335
10.025941,-154.526359,6.071,6.345
9.558123,-159.506368,6.045,6.355
9.069342,-164.484690,6.054,6.349
8.563016,-169.461422,6.086,6.333
8.042564,-174.436664,6.117,6.316
7.511406,-179.410512,6.149,6.300
6.972962,-184.383065,6.180,6.284
6.430649,-189.354421,6.211,6.268
5.887887,-194.324678,6.243,6.251
5.348095,-199.293934,6.274,6.235
4.814693,-204.262288,6.306,6.219
4.291099,-209.229836,6.337,6.202
3.775436,-214.196720,6.372,6.195
3.240865,-219.163273,6.414,6.206
2.653204,-224.129889,6.361,6.288
1.980192,-229.097042,6.279,6.391
1.294945,-234.069583,6.196,6.495
0.828284,-239.058918,6.266,6.553
0.823872,-244.076860,6.526,6.557
1.482538,-249.074091,6.826,6.072
2.894219,-253.843027,6.844,6.051
5.131144,-258.150809,6.814,6.216
8.256072,-261.775935,6.834,6.360
12.162306,-264.700141,6.774,6.547
16.596866,-267.080607,6.727,6.518
21.303498,-269.079965,6.688,6.379
26.101557,-270.845518,6.649,6.239
30.919226,-272.502504,6.610,6.100
35.693135,-274.174449,6.570,5.961
40.359914,-275.984878,6.531,5.821
44.856190,-278.057317,6.143,5.999
49.118595,-280.515293,5.861,6.184
53.082581,-283.476264,6.072,6.361
56.663331,-286.953211,6.285,6.608
59.758944,-290.871050,6.849,7.495
62.266982,-295.151940,6.706,7.842
64.085010,-299.718042,6.824,7.268
65.110592,-304.491516,6.927,6.985
65.241291,-309.394524,6.965,6.886
64.391684,-314.337862,6.917,6.667
62.612226,-319.141581,6.845,6.613
60.018487,-323.582245,6.647,7.082
56.726476,-327.436468,6.665,7.255
52.860104,-330.564765,6.846,6.937
48.561681,-333.022953,6.827,6.644
43.976127,-334.894579,6.448,6.291
39.229804,-336.256747,5.810,6.069
34.371887,-337.159771,5.238,5.863
29.431486,-337.647000,5.010,5.462
24.437710,-337.761783,4.922,5.014
19.419671,-337.547469,4.908,4.710
14.406479,-337.047409,4.910,4.663
