# x_m,y_m,w_tr_right_m,w_tr_left_m
1.180222,-0.670795,6.597,6.614
6.143827,-0.049768,6.602,6.602
11.107505,0.570557,6.611,6.589
16.071250,1.190212,6.620,6.576
21.035055,1.809230,6.630,6.563
25.998912,2.427645,6.639,6.551
30.962815,3.045490,6.649,6.538
35.926757,3.662799,6.658,6.525
40.890730,4.279604,6.668,6.512
45.854727,4.895939,6.677,6.499
50.818742,5.511838,6.686,6.486
55.782768,6.127332,6.696,6.473
60.746797,6.742457,6.705,6.460
65.710822,7.357244,6.715,6.447
70.674837,7.971728,6.724,6.434
75.638833,8.585941,6.733,6.422
80.602806,9.199917,6.743,6.409
85.566746,9.813689,6.752,6.396
90.530648,10.427290,6.762,6.383
95.494504,11.040754,6.771,6.370
100.458307,11.654114,6.780,6.357
105.422050,12.267403,6.790,6.344
110.385726,12.880654,6.799,6.331
115.349329,13.493901,6.809,6.318
120.312850,14.107176,6.818,6.306
125.276284,14.720514,6.828,6.293
130.239622,15.333948,6.837,6.280
135.202859,15.947510,6.846,6.267
140.165986,16.561234,6.856,6.254
145.128997,17.175153,6.865,6.241
150.091886,17.789301,6.875,6.228
155.054644,18.403710,6.884,6.215
160.017265,19.018415,6.893,6.202
164.979741,19.633448,6.903,6.189
169.942067,20.248842,6.912,6.177
174.904234,20.864631,6.922,6.164
179.866274,21.480820,6.931,6.151
184.828327,22.097332,6.940,6.138
189.790552,22.714076,6.950,6.125
194.753107,23.330963,6.959,6.112
199.716151,23.947900,6.969,6.099
204.679844,24.564799,6.978,6.086
209.644342,25.181568,6.988,6.073
214.609807,25.798116,6.997,6.060
219.576395,26.414354,7.006,6.048
224.544267,27.030190,7.016,6.035
229.513580,27.645533,7.025,6.022
234.484494,28.260295,7.035,6.009
239.457167,28.874383,7.044,5.996
244.431758,29.487707,7.053,5.983
249.408426,30.100177,7.063,5.970
254.387329,30.711702,7.072,5.957
259.368627,31.322192,7.082,5.944
264.349827,31.937408,7.091,5.932
269.273702,32.683964,7.100,5.919
274.031543,33.802136,7.097,5.926
278.512641,35.536618,6.833,6.357
282.606310,38.131873,6.539,6.689
286.215096,41.688737,6.411,6.859
289.277410,45.918812,6.563,6.790
291.741668,50.485643,7.059,6.265
293.592906,55.211125,6.878,6.400
294.840480,60.008128,6.660,6.621
295.535568,64.842677,6.879,6.626
295.751379,69.708487,7.007,6.641
295.561319,74.599528,7.049,6.666
295.038798,79.509768,7.043,6.762
294.257225,84.433177,7.035,6.823
293.290007,89.363722,7.027,6.819
292.210553,94.295374,7.019,6.816
291.091760,99.222147,7.011,6.812
289.978423,104.140618,7.002,6.809
288.873245,109.051197,6.994,6.806
287.775475,113.954613,6.986,6.802
286.684360,118.851592,6.978,6.799
285.599149,123.742860,6.970,6.795
284.519088,128.629144,6.962,6.792
283.443426,133.511171,6.954,6.788
282.371410,138.389667,6.945,6.785
281.302289,143.265360,6.937,6.782
280.235311,148.138975,6.929,6.778
279.169722,153.011240,6.921,6.775
278.104772,157.882881,6.913,6.771
