# x_m,y_m,w_tr_right_m,w_tr_left_m
0.693929,-2.314857,6.405,6.679
-1.472761,2.195896,6.387,6.687
-3.633185,6.710151,6.414,6.669
-5.788143,11.227405,6.440,6.652
-7.938434,15.747155,6.467,6.634
-10.084857,20.268900,6.493,6.617
-12.228210,24.792135,6.520,6.599
-14.369293,29.316360,6.546,6.582
-16.508904,33.841070,6.572,6.564
-18.647844,38.365765,6.599,6.547
-20.786910,42.889940,6.625,6.529
-22.926902,47.413094,6.652,6.512
-25.068620,51.934725,6.678,6.494
-27.212861,56.454328,6.705,6.477
-29.360425,60.971403,6.731,6.459
-31.512150,65.485494,6.758,6.442
-33.668994,69.996302,6.784,6.424
-35.831941,74.503553,6.811,6.407
-38.001973,79.006976,6.837,6.389
-40.180071,83.506299,6.863,6.372
-42.367219,88.001250,6.890,6.354
-44.564399,92.491556,6.916,6.337
-46.772592,96.976945,6.928,6.326
-48.992782,101.457146,6.899,6.332
-51.225951,105.931887,6.871,6.339
-53.473081,110.400894,6.842,6.345
-55.735154,114.863898,6.813,6.352
-58.013153,119.320624,6.785,6.358
-60.308060,123.770802,6.756,6.365
-62.620022,128.214393,6.728,6.371
-64.946668,132.652062,6.699,6.378
-67.285150,137.084609,6.670,6.384
-69.632620,141.512833,6.642,6.391
-71.986230,145.937531,6.613,6.397
-74.343135,150.359504,6.585,6.404
-76.700486,154.779550,6.556,6.410
-79.055435,159.198467,6.527,6.417
-81.405136,163.617055,6.499,6.423
-83.746741,168.036112,6.470,6.430
-86.077403,172.456437,6.441,6.436
-88.394274,176.878830,6.413,6.443
-90.694506,181.304088,6.384,6.449
-92.975253,185.733011,6.356,6.456
-95.234657,190.166437,6.327,6.462
-97.480951,194.605600,6.298,6.469
-99.728261,199.051969,6.278,6.425
-101.990790,203.507014,6.267,6.333
-104.282740,207.972205,6.255,6.242
-106.618313,212.449012,6.244,6.150
-109.011710,216.938908,6.232,6.059
-111.468537,221.443807,6.220,5.967
-113.804274,225.975516,6.134,5.958
-115.648388,230.555511,5.667,6.370
-116.622572,235.205673,5.201,6.781
-116.440104,239.937660,5.583,6.923
-115.292688,244.709722,6.377,6.935
-113.527733,249.462731,6.502,6.840
-111.490655,254.138169,6.367,6.703
-109.402916,258.714790,6.231,6.566
-107.294125,263.229026,6.095,6.429
-105.177420,267.722261,5.960,6.292
-103.064056,272.232066,5.824,6.155
-100.948127,276.761260,5.688,6.018
-98.814549,281.294085,5.553,5.881
-96.648164,285.814616,5.607,5.934
-94.439614,290.311954,5.715,6.042
-92.194947,294.788546,5.823,6.149
-89.922740,299.249030,5.931,6.257
-87.631570,303.698044,6.039,6.364
-85.330011,308.140226,6.147,6.472
-83.026642,312.580212,6.255,6.579
-80.730037,317.022641,6.363,6.687
-78.445902,321.470670,6.471,6.794
-76.166336,325.920438,6.579,6.902
-73.879411,330.366008,6.687,7.009
-71.573200,334.801444,6.795,7.116
-69.235774,339.220808,6.903,7.224
-66.855204,343.618162,6.995,7.292
-64.419562,347.987571,7.074,7.324
-61.917739,352.323277,7.153,7.356
-59.345784,356.621108,7.231,7.388
-56.703447,360.877709,7.250,7.412
-53.990510,365.089731,7.193,7.426
-51.206755,369.253827,7.137,7.440
-48.351962,373.366649,7.080,7.454
-45.425914,377.424849,7.023,7.468
-42.429256,381.426243,6.977,7.480
-39.366614,385.374005,7.050,7.466
-36.243757,389.272849,7.124,7.452
-33.066456,393.127490,7.197,7.439
-29.840480,396.942643,7.270,7.425
-26.571600,400.723023,7.292,7.432
-23.265586,404.473345,7.294,7.449
-19.928207,408.198323,7.296,7.465
-16.565234,411.902673,7.298,7.481
-13.182436,415.591108,7.300,7.498
-9.785584,419.268344,7.302,7.514
-6.380447,422.939096,7.304,7.530
-2.972796,426.608079,7.234,7.457
0.431599,430.280007,6.956,7.127
3.827211,433.959391,6.678,6.797
7.212713,437.647195,6.400,6.467
10.590344,441.341376,6.121,6.136
13.962455,445.039794,5.843,5.806
17.331397,448.740311,5.565,5.476
20.699522,452.440787,5.287,5.146
24.069180,456.139084,5.009,4.816
27.442722,459.833062,4.730,4.485
30.822501,463.520583,4.452,4.155
34.210866,467.199508,4.174,3.825
37.610170,470.867697,4.164,3.946
41.022763,474.523012,4.216,4.173
44.450996,478.163313,4.268,4.400
47.897221,481.786463,4.321,4.627
51.363660,485.390439,4.373,4.854
54.850383,488.975211,4.425,5.070
58.355679,492.542390,4.471,5.051
61.877781,496.093637,4.517,5.032
65.414925,499.630615,4.562,5.013
68.965345,503.154985,4.608,4.995
72.527276,506.668408,4.653,4.976
76.098952,510.172546,4.699,4.957
79.678609,513.669062,4.745,4.938
83.264480,517.159616,4.790,4.919
86.854801,520.645871,4.836,4.901
90.447806,524.129487,4.882,4.882
94.041730,527.612127,4.927,4.863
97.634807,531.095452,4.984,4.886
101.225275,534.581123,5.051,4.949
104.811946,538.070261,5.119,5.013
108.394988,541.562730,5.186,5.077
111.974760,545.058214,5.254,5.140
115.551624,548.556395,5.321,5.204
119.125938,552.056956,5.389,5.267
122.698065,555.559582,5.456,5.331
126.268363,559.063954,5.523,5.395
129.837194,562.569755,5.591,5.458
133.404918,566.076670,5.658,5.522
136.971895,569.584381,5.726,5.585
140.538486,573.092570,5.793,5.649
144.105051,576.600922,5.861,5.713
147.671950,580.109119,5.928,5.776
151.239541,583.616846,5.996,5.840
154.807532,587.124409,6.063,5.903
158.374149,590.633526,6.131,5.967
161.937410,594.146110,6.198,6.030
165.495333,597.664078,6.265,6.094
169.045936,601.189344,6.306,6.151
172.587240,604.723822,6.341,6.208
176.117261,608.269428,6.377,6.264
179.634019,611.828077,6.412,6.320
183.135532,615.401683,6.447,6.376
186.619818,618.992161,6.482,6.432
190.084897,622.601426,6.518,6.488
193.528786,626.231392,6.575,6.509
196.949505,629.883976,6.638,6.520
200.345072,633.561091,6.702,6.532
203.714949,637.263159,6.765,6.543
207.069234,640.979607,6.828,6.555
210.422777,644.694949,6.873,6.582
213.790450,648.393674,6.746,6.751
217.187126,652.060274,6.619,6.920
220.627675,655.679239,6.492,7.089
224.126971,659.235059,6.365,7.258
227.710721,662.695945,6.238,7.427
231.563038,665.792093,7.450,7.425
235.962388,668.083738,8.116,7.998
240.819658,669.277134,8.177,9.037
245.796844,669.251363,8.055,8.859
250.662405,668.120091,7.922,8.611
255.212205,666.053092,7.474,8.297
259.246342,663.219795,7.016,7.980
262.707950,659.777793,6.818,7.809
265.714324,655.870274,6.726,7.697
268.393297,651.639555,6.634,7.586
270.854388,647.216905,6.548,7.472
273.085104,642.660006,6.650,7.311
275.023084,637.996462,6.752,7.149
276.606078,633.253736,6.854,6.988
277.808056,628.452256,6.814,7.001
278.676245,623.598218,6.732,7.066
279.266708,618.696101,6.710,7.105
279.635508,613.750383,6.783,7.101
279.838709,608.765544,6.772,7.040
279.932375,603.746063,6.715,6.948
279.972567,598.696418,6.657,6.856
