# x_m,y_m,w_tr_right_m,w_tr_left_m
27.192599,-563.514541,5.384,5.814
22.235053,-562.845065,5.386,5.820
17.277459,-562.175811,5.387,5.825
12.319806,-561.506767,5.389,5.831
7.362084,-560.837923,5.391,5.836
2.404283,-560.169269,5.392,5.841
-2.553608,-559.500792,5.394,5.847
-7.511600,-558.832484,5.396,5.852
-12.469704,-558.164332,5.397,5.858
-17.427928,-557.496326,5.399,5.863
-22.386286,-556.828456,5.401,5.869
-27.344786,-556.160710,5.402,5.874
-32.303439,-555.493078,5.404,5.880
-37.262256,-554.825549,5.406,5.885
-42.221248,-554.158112,5.407,5.890
-47.180424,-553.490757,5.409,5.896
-52.139796,-552.823472,5.411,5.901
-57.099373,-552.156247,5.412,5.907
-62.059168,-551.489071,5.414,5.912
-67.019189,-550.821933,5.415,5.918
-71.979448,-550.154823,5.417,5.923
-76.939954,-549.487729,5.419,5.929
-81.896948,-548.804521,5.420,5.934
-86.831767,-548.025386,5.422,5.939
-91.722071,-547.054787,5.453,5.798
-96.545691,-545.798798,5.538,5.375
-101.286794,-544.222856,5.453,5.638
-105.937579,-542.367705,5.366,5.906
-110.490767,-540.278939,5.336,5.937
-114.940174,-537.998787,5.319,5.917
-119.287385,-535.545724,5.301,5.898
-123.537321,-532.927999,5.284,5.878
-127.694847,-530.153777,5.273,5.865
-131.752593,-527.223203,5.266,5.856
-135.677304,-524.119461,5.260,5.848
-139.432433,-520.823574,5.254,5.839
-142.982863,-517.318036,5.257,5.823
-146.313064,-513.605422,5.267,5.803
-149.421692,-509.702856,5.276,5.783
-152.307723,-505.627788,5.284,5.759
-154.970131,-501.397667,5.289,5.727
-157.407891,-497.029944,5.295,5.694
-159.619977,-492.542069,5.281,5.687
-161.605310,-487.951398,5.209,5.753
-163.361050,-483.272270,5.136,5.820
-164.882252,-478.515416,5.063,5.886
-166.163847,-473.691353,5.030,5.924
-167.200766,-468.810598,5.122,5.874
-167.987939,-463.883668,5.214,5.824
-168.520298,-458.921082,5.306,5.774
-168.792897,-453.933603,5.367,5.730
-168.802374,-448.935179,5.345,5.702
-168.546470,-443.941966,5.324,5.674
-168.022948,-438.970168,5.297,5.666
-167.229570,-434.035988,5.260,5.693
-166.164101,-429.155629,5.224,5.719
-164.824302,-424.345293,5.273,5.654
-163.208163,-419.621095,5.355,5.554
-161.320405,-414.996502,5.423,5.477
-159.173454,-410.481952,5.350,5.647
-156.780162,-406.087717,5.277,5.816
-154.153377,-401.824071,5.333,5.786
-151.305949,-397.701283,5.426,5.698
-148.250730,-393.729628,5.519,5.611
-145.000557,-389.919367,5.511,5.650
