# x_m,y_m,w_tr_right_m,w_tr_left_m
-0.961068,-1.262557,6.341,6.293
-4.563333,2.207900,6.354,6.306
-8.165394,5.678697,6.367,6.319
-11.767270,9.149806,6.380,6.332
-15.368984,12.621197,6.393,6.345
-18.970557,16.092841,6.406,6.358
-22.572010,19.564707,6.419,6.371
-26.173364,23.036766,6.432,6.384
-29.774642,26.508988,6.445,6.397
-33.375864,29.981342,6.458,6.410
-36.977051,33.453800,6.471,6.423
-40.578226,36.926332,6.484,6.435
-44.179410,40.398906,6.497,6.448
-47.780624,43.871494,6.510,6.461
-51.381890,47.344066,6.523,6.474
-54.983228,50.816592,6.536,6.487
-58.584661,54.289041,6.549,6.500
-62.186210,57.761385,6.562,6.513
-65.787896,61.233592,6.575,6.526
-69.389740,64.705635,6.588,6.539
-72.991765,68.177481,6.601,6.552
-76.593991,71.649102,6.614,6.565
-80.196441,75.120468,6.627,6.578
-83.799134,78.591549,6.640,6.591
-87.402094,82.062315,6.653,6.604
-91.005340,85.532735,6.666,6.617
-94.608896,89.002781,6.679,6.630
-98.212781,92.472423,6.692,6.642
-101.817018,95.941630,6.705,6.655
-105.421628,99.410373,6.718,6.668
-109.026632,102.878621,6.731,6.681
-112.632053,106.346345,6.744,6.694
-116.237910,109.813516,6.757,6.707
-119.844226,113.280102,6.769,6.720
-123.451022,116.746075,6.782,6.733
-127.058319,120.211405,6.795,6.746
-130.666140,123.676061,6.808,6.759
-134.274504,127.140014,6.821,6.772
-137.883435,130.603233,6.834,6.785
-141.492952,134.065690,6.847,6.798
-145.103079,137.527353,6.860,6.811
-148.713835,140.988194,6.869,6.821
-152.325243,144.448183,6.864,6.826
-155.937324,147.907288,6.861,6.829
-159.550099,151.365482,6.882,6.808
-163.163589,154.822733,6.904,6.786
-166.777817,158.279012,6.925,6.765
-170.392804,161.734290,6.947,6.743
-174.008570,165.188535,6.969,6.721
-177.625138,168.641719,6.990,6.700
-181.242529,172.093811,7.012,6.678
-184.860764,175.544782,7.001,6.689
-188.479865,178.994601,6.971,6.719
-192.099853,182.443240,6.942,6.748
-195.720749,185.890667,6.912,6.778
-199.342576,189.336853,6.882,6.808
-202.965353,192.781769,6.853,6.837
-206.589104,196.225384,6.823,6.867
-210.213849,199.667669,6.798,6.892
-213.839610,203.108593,6.786,6.904
-217.466408,206.548127,6.773,6.917
-221.094264,209.986241,6.761,6.929
-224.723200,213.422905,6.748,6.942
-228.353238,216.858089,6.736,6.954
-231.984398,220.291764,6.723,6.967
-235.616703,223.723899,6.711,6.979
-239.250173,227.154464,6.727,6.963
-242.884831,230.583430,6.744,6.946
-246.520370,234.013862,6.760,6.930
-250.154961,237.463282,6.776,6.914
-253.786327,240.953435,6.792,6.898
-257.412193,244.506064,6.809,6.881
-261.020563,248.144733,6.821,6.869
-264.421511,251.926319,6.833,6.857
-267.269341,255.936865,6.761,6.929
-269.213093,260.263397,6.529,7.161
-269.919578,264.980285,6.412,7.278
-269.375305,269.934189,6.733,6.957
-267.843865,274.774979,6.982,6.708
-265.664500,279.309780,6.904,6.786
-263.341540,283.753295,6.827,6.863
