# x_m,y_m,w_tr_right_m,w_tr_left_m
-1.109596,0.066431,5.076,5.462
3.451092,2.113262,5.075,5.473
8.024256,4.132573,5.105,5.472
12.608404,6.127858,5.135,5.472
17.202008,8.102683,5.165,5.471
21.803541,10.060612,5.195,5.470
26.411476,12.005210,5.225,5.469
31.024286,13.940042,5.255,5.468
35.640443,15.868674,5.285,5.467
40.258420,17.794670,5.315,5.466
44.876691,19.721595,5.345,5.465
49.493728,21.653014,5.375,5.464
54.108004,23.592492,5.405,5.463
58.718012,25.543541,5.434,5.462
63.323774,27.505658,5.464,5.462
67.927876,29.471607,5.494,5.461
72.533148,31.433510,5.526,5.476
77.142422,33.383485,5.573,5.637
81.758529,35.313654,5.619,5.797
86.384299,37.216137,5.666,5.958
91.022564,39.083054,5.713,6.119
95.676155,40.906526,5.709,6.209
100.347902,42.678672,5.556,6.090
105.040637,44.391615,5.404,5.972
109.757191,46.037472,5.251,5.853
114.500393,47.608366,5.099,5.735
119.272420,49.097682,4.946,5.617
124.072074,50.505287,4.794,5.498
128.897084,51.833125,4.653,5.389
133.745177,53.083136,4.670,5.393
138.614081,54.257264,4.686,5.397
143.501523,55.357451,4.702,5.402
148.405320,56.383296,4.719,5.406
153.325130,57.286364,4.735,5.410
158.262335,57.973209,4.752,5.415
163.218372,58.350312,4.875,5.424
168.193838,58.426203,5.016,5.433
173.188025,58.368902,5.156,5.443
178.199893,58.354080,5.297,5.453
183.224086,58.434343,5.424,5.459
188.251294,58.549473,5.386,5.430
193.272060,58.635083,5.347,5.400
198.276927,58.626783,5.308,5.370
203.256439,58.460184,5.270,5.340
208.201609,58.072354,4.931,5.436
213.112493,57.428313,4.587,5.534
217.997289,56.518263,4.659,5.254
222.864059,55.333433,4.847,4.869
227.697403,53.872030,4.924,4.720
232.446736,52.142725,4.895,4.797
237.059952,50.154798,4.865,4.874
241.510179,47.912955,4.812,5.214
245.792749,45.417875,4.748,5.660
249.903754,42.670100,4.726,6.036
253.839285,39.670171,5.092,5.760
257.595434,36.418630,5.458,5.484
261.168279,32.916049,5.582,5.381
264.549117,29.174760,5.498,5.428
267.717295,25.236490,5.413,5.475
270.650324,21.147477,5.246,5.629
273.323952,16.942468,5.059,5.809
275.706075,12.604908,5.093,5.757
277.762520,8.104017,5.232,5.594
279.500393,3.434833,5.365,5.443
281.027450,-1.344659,5.400,5.492
282.466500,-6.167059,5.436,5.540
283.906920,-10.979351,5.471,5.589
285.292813,-15.791028,5.507,5.638
286.528945,-20.628529,5.478,5.724
287.553107,-25.509143,5.434,5.820
288.381990,-30.428311,5.391,5.915
289.043817,-35.378278,5.397,5.890
289.566810,-40.351291,5.422,5.820
289.979190,-45.339597,5.447,5.750
290.309164,-50.335448,5.472,5.681
290.580854,-55.333137,5.497,5.611
290.808816,-60.331733,5.493,5.582
291.006238,-65.330987,5.487,5.557
291.186309,-70.330648,5.480,5.532
291.362217,-75.330467,5.473,5.507
291.547150,-80.330195,5.467,5.482
291.751648,-85.329606,5.460,5.457
291.966029,-90.328645,5.453,5.431
292.171286,-95.327339,5.447,5.406
292.348365,-100.325717,5.429,5.382
292.478209,-105.323805,5.256,5.364
292.541761,-110.321630,5.083,5.345
292.522280,-115.319199,4.910,5.327
292.420310,-120.316357,4.738,5.309
292.244225,-125.312880,4.638,5.284
292.002432,-130.308541,4.639,5.250
291.703343,-135.303115,4.641,5.217
291.355366,-140.296376,4.642,5.183
290.966912,-145.288098,4.643,5.150
290.546390,-150.278055,4.645,5.116
290.102210,-155.266020,4.646,5.083
289.642782,-160.251770,4.647,5.049
289.176516,-165.235076,4.649,5.016
288.711821,-170.215714,4.650,4.982
288.256050,-175.193556,4.651,4.949
287.808988,-180.169178,4.653,4.915
287.367119,-185.143463,4.657,4.909
286.926914,-190.117295,4.662,4.905
286.484843,-195.091557,4.667,4.901
286.037377,-200.067134,4.672,4.897
285.580986,-205.044910,4.678,4.893
285.112142,-210.025769,4.683,4.889
284.627314,-215.010596,4.688,4.885
284.122973,-220.000273,4.693,4.881
283.595591,-224.995686,4.698,4.878
283.041637,-229.997717,4.703,4.874
282.454926,-235.006092,4.631,4.877
281.738985,-239.981107,4.548,4.881
280.687092,-244.834914,4.456,4.920
279.086368,-249.476756,4.309,5.179
276.806665,-253.818806,4.161,5.438
273.887933,-257.779262,4.382,5.566
270.392090,-261.279344,4.936,5.576
266.413144,-264.310947,5.440,5.578
262.082601,-266.948545,5.336,5.476
257.533841,-269.270291,5.232,5.375
252.868682,-271.228748,4.989,5.423
248.126979,-272.529922,4.590,5.638
243.342929,-272.857777,4.393,5.724
238.596645,-272.093273,4.463,5.637
234.020674,-270.342298,4.534,5.551
229.750353,-267.723190,4.579,5.436
225.913589,-264.372649,4.623,5.320
222.624371,-260.461783,4.640,5.260
219.995140,-256.165474,4.606,5.304
218.089198,-251.630960,4.573,5.348
216.810561,-246.915879,4.587,5.293
216.031028,-242.059748,4.612,5.212
215.622399,-237.102081,4.638,5.130
215.456472,-232.082395,4.663,5.054
215.405061,-227.040203,4.687,4.979
215.367355,-222.006298,4.712,4.903
215.328295,-216.984179,4.737,4.827
215.289564,-211.972012,4.793,4.843
215.252847,-206.967964,4.863,4.898
215.219827,-201.970201,4.933,4.953
215.192187,-196.976889,5.002,5.009
215.171611,-191.986196,5.072,5.064
215.159783,-186.996288,5.142,5.119
215.158385,-182.005331,5.212,5.174
215.169102,-177.011493,5.282,5.229
215.193617,-172.012939,5.352,5.284
215.233609,-167.007838,5.394,5.298
215.284296,-161.995611,5.333,5.158
215.321428,-156.979459,5.273,5.018
215.317104,-151.963290,5.212,4.878
215.243422,-146.951016,5.152,4.738
215.072481,-141.946545,5.092,4.598
214.776381,-136.953786,5.031,4.458
214.328262,-131.976925,5.000,4.334
213.711951,-127.022963,5.057,4.259
212.917534,-122.100555,5.114,4.183
211.935177,-117.218375,5.151,4.129
210.755048,-112.385097,5.031,4.245
209.367312,-107.609398,4.911,4.362
207.766291,-102.898113,4.791,4.478
205.987812,-98.239729,4.671,4.594
204.091576,-93.612170,4.621,4.649
202.137568,-88.993239,4.656,4.630
200.185777,-84.360736,4.691,4.611
198.296188,-79.692462,4.717,4.616
196.517453,-74.972017,4.739,4.634
194.787596,-70.239611,4.761,4.652
192.982176,-65.567419,4.851,4.555
190.976043,-61.027975,4.947,4.448
188.644050,-56.693817,5.043,4.341
185.861048,-52.637477,5.006,4.369
182.517016,-48.934582,4.943,4.423
178.644908,-45.689944,4.896,4.472
174.356378,-43.024442,4.853,4.519
169.763209,-41.054882,4.942,4.444
164.963741,-39.815256,5.097,4.306
160.044077,-39.264195,5.091,4.296
155.089287,-39.356528,4.967,4.380
150.151211,-39.987422,4.843,4.465
145.231352,-40.961659,4.828,4.489
140.327012,-42.076602,4.822,4.508
135.435430,-43.184892,4.816,4.527
130.553673,-44.282601,4.810,4.546
125.678793,-45.388594,4.804,4.565
120.808531,-46.512866,4.798,4.584
115.941645,-47.652249,4.792,4.602
111.076977,-48.802511,4.787,4.621
106.213367,-49.959421,4.781,4.640
101.349658,-51.118747,4.775,4.659
96.484691,-52.276255,4.762,4.677
91.617307,-53.427714,4.718,4.692
